op;Thing;Longitude;Latitude;Result
mcpm10;1;108;107;4.372434782608695
mcpm10;1;115;84;3.1256896551724136
mcpm10;1;126;86;4.427413793103448
mcpm10;1;131;102;7.302956521739131
mcpm10;1;136;120;4.870854700854701
mcpm10;1;138;182;6.038076923076924
mcpm10;1;146;103;5.708793103448276
mcpm10;1;155;114;4.061074212893553
mcpm10;1;217;150;1.916837606837607
mcpm10;1;222;68;5.361304347826087
mcpm10;2;57;34;19.989166666666662
mcpm10;2;62;84;4.5332203389830505
mcpm10;2;63;84;3.88
mcpm10;2;73;43;42.025
mcpm10;2;74;123;7.214166666666666
mcpm10;2;94;191;0.322
mcpm10;2;95;191;0.3257142857142857
mcpm10;2;115;121;6.615
mcpm10;2;115;122;6.473333333333334
mcpm10;2;116;31;10.075
mcpm10;2;116;121;6.16
mcpm10;2;116;122;6.663333333333333
mcpm10;2;118;69;6.422499999999999
mcpm10;2;131;102;5.085
mcpm10;2;131;148;6.916666666666667
mcpm10;2;132;148;5.984999999999999
mcpm10;2;137;181;7.91375
mcpm10;2;137;182;8.2
mcpm10;2;138;181;7.59
mcpm10;2;139;75;12.090000000000002
mcpm10;2;148;209;4.9575000000000005
mcpm10;2;152;13;5.429833333333334
mcpm10;2;153;119;6.29
mcpm10;2;153;120;6.551
mcpm10;2;168;75;20.955
mcpm10;2;206;140;9.853333333333332
mcpm10;2;225;143;33.235
mcpm2p5;1;108;107;1.8523478260869568
mcpm2p5;1;115;84;1.7954310344827586
mcpm2p5;1;126;86;2.648103448275862
mcpm2p5;1;131;102;3.4126086956521737
mcpm2p5;1;136;120;2.072735042735043
mcpm2p5;1;138;182;3.638760683760684
mcpm2p5;1;146;103;2.7136206896551727
mcpm2p5;1;155;114;2.467705397301349
mcpm2p5;1;217;150;0.851965811965812
mcpm2p5;1;222;68;3.088260869565217
mcpm2p5;2;57;34;18.374166666666667
mcpm2p5;2;62;84;3.555762711864406
mcpm2p5;2;63;84;3.31
mcpm2p5;2;73;43;40.50416666666667
mcpm2p5;2;74;123;5.261666666666667
mcpm2p5;2;94;191;0.322
mcpm2p5;2;95;191;0.3257142857142857
mcpm2p5;2;115;121;5.375
mcpm2p5;2;115;122;5.546666666666667
mcpm2p5;2;116;31;8.545833333333333
mcpm2p5;2;116;121;5.35
mcpm2p5;2;116;122;5.4816666666666665
mcpm2p5;2;118;69;5.771666666666667
mcpm2p5;2;131;102;4.193333333333333
mcpm2p5;2;131;148;5.621666666666667
mcpm2p5;2;132;148;5.2700000000000005
mcpm2p5;2;137;181;6.62
mcpm2p5;2;137;182;6.79
mcpm2p5;2;138;181;6.416666666666667
mcpm2p5;2;139;75;10.964166666666666
mcpm2p5;2;148;209;4.243333333333333
mcpm2p5;2;152;13;4.162166666666667
mcpm2p5;2;153;119;5.734999999999999
mcpm2p5;2;153;120;5.752000000000001
mcpm2p5;2;168;75;20.419166666666666
mcpm2p5;2;206;140;8.853333333333333
mcpm2p5;2;225;143;32.11666666666667
ta;1;75;125;0.6310344827586207
ta;1;108;107;1.1547826086956523
ta;1;115;84;1.056896551724138
ta;1;126;86;1.131896551724138
ta;1;131;102;6.274
ta;1;136;120;-0.3723931623931624
ta;1;138;182;0.3001017094017094
ta;1;146;103;0.6241379310344827
ta;1;155;114;0.695116191904048
ta;1;212;125;0.4206896551724138
ta;1;217;150;3.295726495726496
ta;1;222;68;0.2869565217391304
ta;2;24;51;-1.0066666666666666
ta;2;57;34;0.325
ta;2;62;84;0.3067796610169492
ta;2;63;84;0.4
ta;2;73;43;0.8666666666666667
ta;2;74;123;1.1833333333333331
ta;2;94;191;1.04
ta;2;95;191;1.4
ta;2;115;121;1.35
ta;2;115;122;1.4
ta;2;116;31;1.1333333333333335
ta;2;116;121;1.4
ta;2;116;122;1.4333333333333331
ta;2;118;69;-0.875
ta;2;129;99;-0.4558333333333333
ta;2;131;102;1.125
ta;2;131;148;0.45
ta;2;132;148;0.4333333333333333
ta;2;137;181;1.375
ta;2;137;182;1.4
ta;2;137;185;0.18
ta;2;138;181;1.3666666666666665
ta;2;139;74;-0.5875
ta;2;139;75;2.091666666666667
ta;2;148;209;0.1
ta;2;152;13;0.865
ta;2;152;121;-0.5516666666666666
ta;2;153;119;-0.7
ta;2;153;120;-0.71
ta;2;168;75;2.6083333333333334
ta;2;206;140;0.7166666666666667
ta;2;225;143;2.091666666666667
hur;1;75;125;99.9
hur;1;108;107;99.9
hur;1;115;84;99.9
hur;1;126;86;99.9
hur;1;131;102;100.0
hur;1;136;120;100.0
hur;1;138;182;88.6491
hur;1;146;103;99.9
hur;1;155;114;99.9
hur;1;212;125;99.9
hur;1;217;150;93.73076923076924
hur;1;222;68;99.9
hur;2;57;34;80.125
hur;2;62;84;39.391525423728815
hur;2;63;84;39.8
hur;2;73;43;38.91666666666666
hur;2;74;123;37.18333333333333
hur;2;94;191;47.1
hur;2;95;191;48.08571428571429
hur;2;115;121;35.349999999999994
hur;2;115;122;35.86666666666667
hur;2;116;31;38.21666666666667
hur;2;116;121;35.1
hur;2;116;122;36.0
hur;2;118;69;41.99166666666667
hur;2;129;99;93.24416666666669
hur;2;131;102;38.825
hur;2;131;148;40.516666666666666
hur;2;132;148;40.55
hur;2;137;181;41.7375
hur;2;137;182;41.3
hur;2;137;185;81.51416666666667
hur;2;138;181;41.16666666666666
hur;2;139;74;90.61
hur;2;139;75;46.425
hur;2;148;209;42.53333333333333
hur;2;152;13;37.77166666666667
hur;2;152;121;91.58916666666666
hur;2;153;119;41.3
hur;2;153;120;41.66
hur;2;168;75;40.99166666666667
hur;2;206;140;41.85
hur;2;225;143;38.141666666666666
plev;2;129;99;1015.8016666666668
plev;2;137;185;954.4208333333332
plev;2;139;74;1012.4166666666666
plev;2;152;121;1016.17
precip;2;129;99;0.0
precip;2;137;185;0.0
precip;2;139;74;0.0058333333333333
wsx;2;24;51;-26.75175001057921
wsx;2;129;99;-0.1713552128235295
wsx;2;137;185;-16.766646666774122
wsx;2;152;121;-13.402646866398657
wsy;2;24;51;-17.557509693003993
wsy;2;129;99;-10.901841608213829
wsy;2;137;185;-13.322009083631356
wsy;2;152;121;-5.189187157343276
globalrad;2;129;99;0.0
globalrad;2;137;185;0.0
globalrad;2;139;74;0.0
s_label_0;3;148;209;2.0
s_label_1;3;118;69;4.0
s_label_2;3;133;86;5.0
s_label_3;3;131;102;2.0
