op;Thing;Longitude;Latitude;Result
mcpm10;1;75;125;73.63603448275863
mcpm10;1;90;98;97.05053097345132
mcpm10;1;108;107;2.0
mcpm10;1;109;84;1.2118279569892474
mcpm10;1;112;125;70.00709401709402
mcpm10;1;115;84;39.771565217391306
mcpm10;1;129;104;42.92771929824561
mcpm10;1;137;75;36.69103448275862
mcpm10;1;137;83;45.912146892655365
mcpm10;1;138;84;69.03843478260869
mcpm10;1;138;182;43.18568616687789
mcpm10;1;141;95;40.46403669724771
mcpm10;1;143;189;54.1017094017094
mcpm10;1;146;97;72.70054545454546
mcpm10;1;146;103;46.46801724137931
mcpm10;1;154;195;55.45551724137931
mcpm10;1;155;114;46.426929824561405
mcpm10;1;161;235;70.76370689655172
mcpm10;1;212;125;98.14264957264956
mcpm10;1;217;149;25.633362068965518
mcpm10;1;222;68;89.49429824561403
mcpm10;2;118;113;10.343148148148147
mcpm10;2;119;112;13.28
mcpm10;2;119;113;11.122
mcpm10;2;131;102;30.03333333333333
mcpm10;2;133;86;43.43333333333334
mcpm10;2;136;96;22.182727272727277
mcpm10;2;136;97;23.75
mcpm10;2;136;180;33.0
mcpm10;2;136;181;33.0
mcpm10;2;137;179;32.8
mcpm10;2;137;180;31.5
mcpm10;2;137;181;28.317499999999995
mcpm10;2;137;182;28.19333333333333
mcpm10;2;138;181;23.002
mcpm10;2;138;182;34.7
mcpm10;2;139;75;28.724545454545453
mcpm10;2;145;124;24.98583333333333
mcpm10;2;148;209;26.90833333333333
mcpm10;2;153;119;57.291
mcpm10;2;153;120;33.916359862778734
mcpm10;2;154;120;17.84
mcpm10;2;179;55;34.57090909090909
mcpm10;2;225;150;77.17999999999999
mcpm10;2;225;151;94.97142857142856
mcpm10;2;226;142;41.80833333333334
mcpm10;3;137;179;25.3
mcpm10;3;137;180;25.0
mcpm10;3;138;180;26.0
mcpm10;3;138;181;24.8
mcpm10;3;139;75;27.981818181818184
mcpm10;3;139;76;25.3
mcpm10;3;153;120;28.3125
mcpm2p5;1;75;125;46.96353448275863
mcpm2p5;1;90;98;49.87132743362832
mcpm2p5;1;108;107;2.0
mcpm2p5;1;109;84;1.2118279569892474
mcpm2p5;1;112;125;44.02025641025641
mcpm2p5;1;115;84;29.297478260869564
mcpm2p5;1;129;104;28.62324561403509
mcpm2p5;1;137;75;32.995862068965515
mcpm2p5;1;137;83;35.44435028248587
mcpm2p5;1;138;84;32.22782608695652
mcpm2p5;1;138;182;27.784459216924045
mcpm2p5;1;141;95;25.483577981651376
mcpm2p5;1;143;189;34.82854700854701
mcpm2p5;1;146;97;36.73790909090909
mcpm2p5;1;146;103;31.43353448275862
mcpm2p5;1;154;195;34.257586206896555
mcpm2p5;1;155;114;33.81982456140351
mcpm2p5;1;161;235;42.0948275862069
mcpm2p5;1;212;125;43.45188034188034
mcpm2p5;1;217;149;13.950344827586209
mcpm2p5;1;222;68;47.54350877192982
mcpm2p5;2;118;113;10.07388888888889
mcpm2p5;2;119;112;12.92
mcpm2p5;2;119;113;11.044
mcpm2p5;2;131;102;24.791666666666668
mcpm2p5;2;133;86;32.68333333333333
mcpm2p5;2;136;96;21.94363636363636
mcpm2p5;2;136;97;22.49
mcpm2p5;2;136;180;23.95
mcpm2p5;2;136;181;24.2
mcpm2p5;2;137;179;24.0
mcpm2p5;2;137;180;23.3
mcpm2p5;2;137;181;23.38083333333333
mcpm2p5;2;137;182;23.365000000000002
mcpm2p5;2;138;181;22.362
mcpm2p5;2;138;182;25.1
mcpm2p5;2;139;75;25.72583333333333
mcpm2p5;2;145;124;23.834166666666665
mcpm2p5;2;148;209;21.10833333333333
mcpm2p5;2;153;119;47.281
mcpm2p5;2;153;120;30.222606603773592
mcpm2p5;2;154;120;17.58
mcpm2p5;2;179;55;30.2075
mcpm2p5;2;225;150;65.3
mcpm2p5;2;225;151;80.91428571428571
mcpm2p5;2;226;142;34.083333333333336
mcpm2p5;3;137;179;25.1
mcpm2p5;3;137;180;24.9
mcpm2p5;3;138;180;26.0
mcpm2p5;3;138;181;24.6125
mcpm2p5;3;139;75;27.518181818181816
mcpm2p5;3;139;76;25.2
mcpm2p5;3;153;120;27.716666666666665
ta;1;75;125;1.95
ta;1;90;98;1.5725663716814158
ta;1;108;107;2.0
ta;1;109;84;1.2118279569892474
ta;1;112;125;1.0188034188034187
ta;1;115;84;2.8843478260869566
ta;1;129;104;3.0675438596491227
ta;1;137;75;2.4117123287671234
ta;1;137;83;3.4102816901408453
ta;1;138;84;3.0417391304347827
ta;1;138;182;0.7314717049163565
ta;1;141;95;2.248623853211009
ta;1;143;189;2.243589743589744
ta;1;146;97;2.943636363636364
ta;1;146;103;2.298275862068966
ta;1;154;195;1.524137931034483
ta;1;155;114;2.521929824561404
ta;1;161;235;1.9094827586206895
ta;1;212;125;0.9794871794871794
ta;1;217;149;4.7
ta;1;222;68;0.6456140350877192
ta;2;24;51;0.5341666666666667
ta;2;118;113;0.1407407407407407
ta;2;119;112;0.4
ta;2;119;113;0.22
ta;2;129;99;1.0841666666666667
ta;2;131;102;3.841666666666667
ta;2;133;86;5.966666666666666
ta;2;136;96;2.4545454545454546
ta;2;136;97;2.6
ta;2;136;180;3.7
ta;2;136;181;4.2
ta;2;137;179;3.8
ta;2;137;180;3.6
ta;2;137;181;2.8916666666666666
ta;2;137;182;3.05
ta;2;137;185;1.8583333333333334
ta;2;138;181;1.86
ta;2;138;182;4.1
ta;2;139;74;1.2
ta;2;139;75;2.733333333333333
ta;2;145;124;3.5083333333333333
ta;2;148;209;4.183333333333334
ta;2;152;121;0.6433333333333334
ta;2;153;119;1.81
ta;2;153;120;2.1350608919382505
ta;2;154;120;0.9
ta;2;179;55;1.6916666666666669
ta;2;225;150;3.54
ta;2;225;151;4.471428571428572
ta;2;226;142;3.3083333333333336
ta;3;137;179;1.0
ta;3;137;180;0.8
ta;3;138;180;1.2
ta;3;138;181;1.625
ta;3;139;75;0.8545454545454546
ta;3;139;76;0.2
ta;3;153;120;1.5750000000000002
hur;1;75;125;99.9
hur;1;90;98;99.9
hur;1;108;107;99.9
hur;1;109;84;99.9
hur;1;112;125;99.9
hur;1;115;84;99.9
hur;1;129;104;99.9
hur;1;137;75;95.3451748630137
hur;1;137;83;78.60536183098591
hur;1;138;84;99.9
hur;1;138;182;99.93333333333334
hur;1;141;95;99.9
hur;1;143;189;99.9
hur;1;146;97;99.9
hur;1;146;103;99.9
hur;1;154;195;99.9
hur;1;155;114;99.9
hur;1;161;235;99.9
hur;1;212;125;99.9
hur;1;217;149;99.9
hur;1;222;68;99.9
hur;2;118;113;43.5574074074074
hur;2;119;112;43.9
hur;2;119;113;43.7
hur;2;129;99;99.99
hur;2;131;102;49.15
hur;2;133;86;44.03333333333333
hur;2;136;96;42.16363636363637
hur;2;136;97;41.8
hur;2;136;180;41.55
hur;2;136;181;41.6
hur;2;137;179;41.6
hur;2;137;180;41.4
hur;2;137;181;42.86666666666666
hur;2;137;182;42.91666666666667
hur;2;137;185;88.72749999999999
hur;2;138;181;44.32
hur;2;138;182;41.8
hur;2;139;74;95.61333333333334
hur;2;139;75;46.41666666666666
hur;2;145;124;38.79166666666666
hur;2;148;209;47.45
hur;2;151;13;43.3
hur;2;152;12;41.6
hur;2;152;13;42.5
hur;2;152;121;99.85333333333334
hur;2;153;119;46.54
hur;2;153;120;49.13404002287021
hur;2;154;120;48.3
hur;2;179;55;48.54166666666666
hur;2;225;150;40.12
hur;2;225;151;39.55714285714286
hur;2;226;142;46.325
hur;3;137;179;90.0
hur;3;137;180;90.2
hur;3;138;180;89.5
hur;3;138;181;88.1375
hur;3;139;75;93.78181818181817
hur;3;139;76;94.3
hur;3;153;120;89.29583333333335
plev;1;137;75;969.1096572413794
plev;1;137;83;970.4195414084506
plev;1;138;182;967.771552737752
plev;2;129;99;1027.905
plev;2;137;185;996.4045833333333
plev;2;139;74;1024.0883333333334
plev;2;152;121;1027.9975
plev;2;153;120;969.896666666667
precip;2;129;99;0.0
precip;2;137;185;0.0
precip;2;139;74;0.0
wsx;2;24;51;-3.7916269458206457
wsx;2;137;185;-1.862905475434363
wsx;2;153;120;-0.9582139677651296
wsy;2;24;51;2.6786823449587893
wsy;2;137;185;1.9638870179784407
wsy;2;153;120;0.7711847975549115
globalrad;2;129;99;0.0
globalrad;2;137;185;0.04625
globalrad;2;139;74;0.0
s_label_0;3;148;209;21.0
s_label_1;3;118;69;30.0
s_label_2;3;133;86;35.0
s_label_3;3;131;102;32.0
