op;Thing;Longitude;Latitude;Result
mcpm10;1;26;149;15.09322033898305
mcpm10;1;75;125;5.044415584415584
mcpm10;1;108;107;3.4562337662337663
mcpm10;1;109;84;14.704444444444446
mcpm10;1;112;125;3.854583333333333
mcpm10;1;115;84;3.562105263157895
mcpm10;1;138;182;9.019750561501448
mcpm10;1;139;97;3.3870422535211264
mcpm10;1;141;95;2.356883116883117
mcpm10;1;146;103;3.734189189189189
mcpm10;1;155;114;7.676537738577213
mcpm10;1;212;125;4.6761333333333335
mcpm10;1;217;150;2.511282051282051
mcpm10;1;222;68;3.814805194805195
mcpm10;2;57;34;6.559
mcpm10;2;57;35;6.84
mcpm10;2;73;43;5.5425
mcpm10;2;74;42;7.645
mcpm10;2;74;43;6.848333333333334
mcpm10;2;94;191;3.3518181818181816
mcpm10;2;95;191;3.06
mcpm10;2;116;122;3.983333333333333
mcpm10;2;117;69;2.905
mcpm10;2;118;69;3.043
mcpm10;2;118;113;4.40625
mcpm10;2;119;113;3.7075
mcpm10;2;131;102;4.435
mcpm10;2;132;148;4.748333333333333
mcpm10;2;136;96;4.42
mcpm10;2;137;181;4.3025
mcpm10;2;138;181;4.6275
mcpm10;2;139;75;8.965
mcpm10;2;139;97;5.006666666666667
mcpm10;2;145;117;4.614166666666667
mcpm10;2;145;124;0.2616666666666666
mcpm10;2;148;209;3.2516666666666665
mcpm10;2;153;120;4.142636363636364
mcpm10;2;154;120;4.16
mcpm10;2;168;75;7.204999999999999
mcpm10;2;179;55;5.541666666666667
mcpm10;2;197;85;4.075
mcpm10;2;198;85;3.69
mcpm10;2;198;86;4.69
mcpm10;2;225;143;9.946666666666667
mcpm10;2;225;150;3.7225
mcpm2p5;1;26;149;15.09322033898305
mcpm2p5;1;75;125;4.112207792207792
mcpm2p5;1;108;107;2.101168831168831
mcpm2p5;1;109;84;14.704444444444446
mcpm2p5;1;112;125;3.178888888888889
mcpm2p5;1;115;84;2.842368421052632
mcpm2p5;1;138;182;8.237942672300726
mcpm2p5;1;139;97;2.229295774647887
mcpm2p5;1;141;95;1.8163636363636368
mcpm2p5;1;146;103;2.464864864864865
mcpm2p5;1;155;114;7.530024580682476
mcpm2p5;1;212;125;3.119866666666667
mcpm2p5;1;217;150;2.0342307692307693
mcpm2p5;1;222;68;3.156883116883117
mcpm2p5;2;57;34;5.786
mcpm2p5;2;57;35;5.88
mcpm2p5;2;73;43;4.59
mcpm2p5;2;74;42;6.515
mcpm2p5;2;74;43;5.963333333333334
mcpm2p5;2;94;191;2.659090909090909
mcpm2p5;2;95;191;2.7
mcpm2p5;2;116;122;3.151666666666667
mcpm2p5;2;117;69;2.63
mcpm2p5;2;118;69;2.58
mcpm2p5;2;118;113;3.19625
mcpm2p5;2;119;113;2.825
mcpm2p5;2;131;102;3.419166666666667
mcpm2p5;2;132;148;4.016666666666667
mcpm2p5;2;136;96;3.7458333333333336
mcpm2p5;2;137;181;3.73125
mcpm2p5;2;138;181;3.9975
mcpm2p5;2;139;75;8.965
mcpm2p5;2;139;97;3.75
mcpm2p5;2;145;117;3.9616666666666656
mcpm2p5;2;145;124;0.2616666666666666
mcpm2p5;2;148;209;2.605
mcpm2p5;2;153;120;3.303159090909091
mcpm2p5;2;154;120;3.54
mcpm2p5;2;168;75;5.928333333333334
mcpm2p5;2;179;55;4.6241666666666665
mcpm2p5;2;197;85;3.21875
mcpm2p5;2;198;85;2.803333333333333
mcpm2p5;2;198;86;3.33
mcpm2p5;2;225;143;9.084166666666668
mcpm2p5;2;225;150;3.1358333333333337
ta;1;26;149;15.09322033898305
ta;1;75;125;13.544155844155846
ta;1;108;107;16.794805194805196
ta;1;109;84;14.704444444444446
ta;1;112;125;14.905555555555557
ta;1;115;84;13.238157894736842
ta;1;138;182;11.489173469787513
ta;1;139;97;14.716901408450706
ta;1;141;95;17.479220779220782
ta;1;146;103;17.005405405405405
ta;1;155;114;15.69318247541932
ta;1;212;125;14.972
ta;1;217;150;16.902564102564103
ta;1;222;68;15.496103896103897
ta;2;24;51;12.166666666666666
ta;2;57;34;14.64
ta;2;57;35;13.7
ta;2;73;43;15.7
ta;2;74;42;14.6
ta;2;74;43;14.766666666666666
ta;2;94;191;15.036363636363635
ta;2;95;191;14.8
ta;2;116;122;16.058333333333334
ta;2;117;69;12.4
ta;2;118;69;12.66
ta;2;118;113;12.6375
ta;2;119;113;12.25
ta;2;129;99;12.684166666666668
ta;2;131;102;14.3
ta;2;132;148;13.958333333333334
ta;2;136;96;13.875
ta;2;137;181;13.9375
ta;2;137;185;15.551666666666668
ta;2;138;181;14.325
ta;2;139;74;13.059166666666668
ta;2;139;75;14.825
ta;2;139;97;16.466666666666665
ta;2;145;117;13.775
ta;2;145;124;13.958333333333334
ta;2;148;209;13.408333333333331
ta;2;152;121;13.991666666666667
ta;2;153;120;15.198333333333334
ta;2;154;120;15.4
ta;2;168;75;15.675
ta;2;179;55;15.841666666666669
ta;2;197;85;16.625
ta;2;198;85;16.766666666666666
ta;2;198;86;16.6
ta;2;225;143;15.508333333333333
ta;2;225;150;16.908333333333335
hur;1;26;149;99.9
hur;1;75;125;99.9
hur;1;108;107;99.9
hur;1;109;84;99.9
hur;1;112;125;99.9
hur;1;115;84;99.9
hur;1;138;182;93.03676654635085
hur;1;139;97;99.9
hur;1;141;95;99.9
hur;1;146;103;99.9
hur;1;155;114;99.9
hur;1;212;125;99.9
hur;1;217;150;99.88589743589743
hur;1;222;68;99.9
hur;2;57;34;42.19
hur;2;57;35;43.15
hur;2;73;43;42.05
hur;2;74;42;43.3
hur;2;74;43;43.45
hur;2;94;191;38.02727272727272
hur;2;95;191;37.7
hur;2;116;122;37.85
hur;2;117;69;47.25
hur;2;118;69;46.56
hur;2;118;113;44.625
hur;2;119;113;46.05
hur;2;129;99;95.31583333333332
hur;2;131;102;42.69166666666666
hur;2;132;148;44.43333333333334
hur;2;136;96;43.88333333333333
hur;2;137;181;47.4125
hur;2;137;185;73.57083333333334
hur;2;138;181;46.925
hur;2;139;74;91.39583333333331
hur;2;139;75;45.89166666666667
hur;2;139;97;35.71666666666667
hur;2;145;117;49.73333333333334
hur;2;145;124;51.475
hur;2;148;209;45.80833333333334
hur;2;152;121;85.575
hur;2;153;120;43.74356060606061
hur;2;154;120;42.6
hur;2;168;75;42.69166666666666
hur;2;179;55;40.81666666666667
hur;2;197;85;41.9375
hur;2;198;85;41.13333333333333
hur;2;198;86;42.1
hur;2;225;143;42.48333333333333
hur;2;225;150;40.0
plev;2;129;99;1017.725
plev;2;137;185;958.8075
plev;2;139;74;1016.4933333333332
plev;2;152;121;1015.0991666666667
precip;2;129;99;0.0
precip;2;137;185;0.0
precip;2;139;74;0.0
wsx;2;24;51;-3.545824650955091
wsx;2;129;99;0.8220102763595648
wsx;2;137;185;-1.5132264335927796
wsx;2;152;121;-1.04591318475925
wsy;2;24;51;-4.6353741954667225
wsy;2;129;99;-4.816926842542075
wsy;2;137;185;-0.0641417824453663
wsy;2;152;121;-3.0374512017583264
globalrad;2;129;99;264.57666666666665
globalrad;2;137;185;372.5341666666666
globalrad;2;139;74;253.64583333333331
s_label_0;3;148;209;3.0
s_label_1;3;118;69;3.0
s_label_2;3;133;86;5.0
s_label_3;3;131;102;6.0
