op;Thing;Longitude;Latitude;Result
mcpm10;1;26;149;12.845070422535212
mcpm10;1;75;125;5.768888888888889
mcpm10;1;108;107;5.322413793103448
mcpm10;1;109;84;13.729310344827583
mcpm10;1;112;125;5.051379310344828
mcpm10;1;115;84;4.58948717948718
mcpm10;1;126;86;3.5240869565217388
mcpm10;1;138;182;7.2639674036221695
mcpm10;1;139;97;4.807739130434783
mcpm10;1;141;95;8.065
mcpm10;1;146;103;7.599572649572649
mcpm10;1;155;114;4.021853448275862
mcpm10;1;212;125;9.392905982905985
mcpm10;1;217;150;4.318461538461539
mcpm10;1;222;68;6.037350427350427
mcpm10;2;57;34;7.09909090909091
mcpm10;2;58;35;6.38
mcpm10;2;62;84;3.6883050847457626
mcpm10;2;63;84;4.07
mcpm10;2;73;43;8.0775
mcpm10;2;94;191;3.136363636363636
mcpm10;2;95;191;3.31
mcpm10;2;116;31;4.0441666666666665
mcpm10;2;116;122;3.951666666666666
mcpm10;2;117;69;2.07
mcpm10;2;118;69;2.0836363636363635
mcpm10;2;118;113;2.623
mcpm10;2;119;113;2.8550000000000004
mcpm10;2;130;102;3.975
mcpm10;2;131;102;3.963
mcpm10;2;131;148;4.076666666666667
mcpm10;2;132;148;4.088888888888889
mcpm10;2;134;93;3.4
mcpm10;2;135;91;3.89
mcpm10;2;136;91;3.9
mcpm10;2;136;92;4.43
mcpm10;2;136;93;4.26
mcpm10;2;136;94;3.79
mcpm10;2;136;182;5.075
mcpm10;2;137;93;4.54
mcpm10;2;137;94;3.865
mcpm10;2;137;181;4.616666666666666
mcpm10;2;137;182;4.505
mcpm10;2;138;181;4.23
mcpm10;2;139;97;4.069166666666667
mcpm10;2;139;181;4.96
mcpm10;2;144;117;4.056
mcpm10;2;145;117;4.0685714285714285
mcpm10;2;148;209;3.185833333333333
mcpm10;2;151;13;2.552857142857143
mcpm10;2;152;12;2.755
mcpm10;2;152;13;2.255294117647059
mcpm10;2;153;120;3.715
mcpm10;2;168;75;6.700833333333333
mcpm10;2;179;55;5.320833333333334
