op;Thing;Longitude;Latitude;Result
mcpm10;1;90;98;183.6272151898734
mcpm10;1;108;107;139.60990654205608
mcpm10;1;109;84;231.61222222222224
mcpm10;1;115;84;59.52362831858407
mcpm10;1;120;66;43.63854748603352
mcpm10;1;129;104;143.3696875
mcpm10;1;137;75;67.71779661016949
mcpm10;1;137;83;151.59879518072287
mcpm10;1;138;84;156.06136363636364
mcpm10;1;138;182;192.0875
mcpm10;1;141;95;82.393
mcpm10;1;143;189;209.30517241379312
mcpm10;1;146;97;124.34008771929824
mcpm10;1;146;103;70.3375
mcpm10;1;154;195;205.4615
mcpm10;1;212;125;214.84181818181816
mcpm10;1;217;149;67.58122807017544
mcpm10;1;222;68;201.4513333333333
mcpm10;2;118;113;129.765
mcpm10;2;119;113;198.67
mcpm10;2;131;102;29.291666666666668
mcpm10;2;133;86;17.575
mcpm10;2;136;180;26.2
mcpm10;2;137;180;29.5
mcpm10;2;137;181;25.9
mcpm10;2;137;182;27.866666666666664
mcpm10;2;137;183;25.4
mcpm10;2;138;183;28.8
mcpm10;2;148;209;2.0500000000000003
mcpm10;2;152;13;90.725
mcpm10;2;153;120;50.94708333333334
mcpm10;2;179;55;157.30666666666664
mcpm10;2;225;151;12.925
mcpm10;2;226;142;45.73333333333333
mcpm10;3;137;181;29.183333333333334
mcpm10;3;139;75;226.9
mcpm10;3;144;124;38.43333333333333
mcpm10;3;153;120;157.9375
mcpm2p5;1;90;98;55.093423423423424
mcpm2p5;1;108;107;41.68964285714286
mcpm2p5;1;109;84;66.1225
mcpm2p5;1;115;84;30.769115044247787
mcpm2p5;1;120;66;18.22122905027933
mcpm2p5;1;129;104;44.024513274336286
mcpm2p5;1;137;75;39.92225352112676
mcpm2p5;1;137;83;42.19101123595506
mcpm2p5;1;138;84;40.74636363636364
mcpm2p5;1;138;182;84.70157894736842
mcpm2p5;1;141;95;25.656
mcpm2p5;1;143;189;58.434260869565215
mcpm2p5;1;146;97;33.30561403508772
mcpm2p5;1;146;103;32.206785714285715
mcpm2p5;1;154;195;66.98132743362832
mcpm2p5;1;161;235;75.70130434782608
mcpm2p5;1;212;125;71.14026086956522
mcpm2p5;1;217;149;15.40095652173913
mcpm2p5;1;222;68;63.12855855855856
mcpm2p5;2;118;112;45.96
mcpm2p5;2;118;113;47.50242424242424
mcpm2p5;2;119;112;51.16
mcpm2p5;2;119;113;51.31333333333333
mcpm2p5;2;131;102;23.441666666666663
mcpm2p5;2;133;86;14.233333333333334
mcpm2p5;2;136;95;66.68
mcpm2p5;2;136;96;56.790909090909096
mcpm2p5;2;136;180;18.9
mcpm2p5;2;137;180;18.5
mcpm2p5;2;137;181;43.8275
mcpm2p5;2;137;182;18.766666666666666
mcpm2p5;2;137;183;18.1
mcpm2p5;2;138;181;60.2825
mcpm2p5;2;138;183;18.3
mcpm2p5;2;139;75;64.71083333333333
mcpm2p5;2;144;117;38.16333333333333
mcpm2p5;2;145;117;35.77285714285714
mcpm2p5;2;145;118;32.3
mcpm2p5;2;145;124;47.17
mcpm2p5;2;148;209;1.4583333333333333
mcpm2p5;2;152;13;25.28333333333333
mcpm2p5;2;153;119;32.465
mcpm2p5;2;153;120;37.79558712121212
mcpm2p5;2;154;120;52.75
mcpm2p5;2;179;55;49.1775
mcpm2p5;2;225;151;9.325
mcpm2p5;2;226;142;34.45
mcpm2p5;3;137;181;22.5
mcpm2p5;3;139;75;35.285714285714285
mcpm2p5;3;139;76;39.46
mcpm2p5;3;144;124;12.05
mcpm2p5;3;153;120;31.0
ta;1;90;98;-0.4098214285714285
ta;1;108;107;-0.0223214285714285
ta;1;109;84;-1.0573529411764706
ta;1;115;84;-0.0106194690265486
ta;1;129;104;-0.3929203539823008
ta;1;137;75;-0.8116619718309859
ta;1;137;83;1.423876404494382
ta;1;138;84;-0.0393939393939394
ta;1;138;182;-1.672601067887109
ta;1;141;95;-0.54
ta;1;143;189;-1.0469565217391306
ta;1;146;97;0.0982456140350877
ta;1;146;103;-0.3267857142857143
ta;1;154;195;-1.2469026548672566
ta;1;161;235;-0.5434782608695652
ta;1;212;125;-1.5147826086956522
ta;1;217;149;2.375652173913043
ta;1;222;68;-0.3225225225225225
ta;2;24;51;-2.625833333333333
ta;2;118;112;20.4
ta;2;118;113;20.37272727272727
ta;2;119;112;20.4
ta;2;119;113;20.383333333333333
ta;2;129;99;-2.5308333333333333
ta;2;131;102;0.3999999999999999
ta;2;133;86;1.3666666666666665
ta;2;136;95;20.4
ta;2;136;96;20.4
ta;2;136;180;0.4
ta;2;137;180;0.7
ta;2;137;181;10.35
ta;2;137;182;0.6
ta;2;137;183;0.5
ta;2;137;185;-1.4862499999999998
ta;2;138;181;20.2
ta;2;138;183;0.2
ta;2;139;75;20.6
ta;2;144;117;20.4
ta;2;145;117;20.385714285714283
ta;2;145;118;20.3
ta;2;145;124;20.725
ta;2;148;209;0.7166666666666667
ta;2;152;121;-2.4
ta;2;153;119;0.0
ta;2;153;120;7.709507575757575
