op;Thing;Longitude;Latitude;Result
mcpm10;1;26;149;15.465714285714284
mcpm10;1;75;125;20.677692307692308
mcpm10;1;108;107;10.781965811965811
mcpm10;1;109;84;18.718803418803414
mcpm10;1;112;125;12.135299145299143
mcpm10;1;115;84;10.989224137931034
mcpm10;1;138;182;15.344133685190299
mcpm10;1;139;97;12.439827586206896
mcpm10;1;141;95;14.706206896551723
mcpm10;1;146;103;17.66888888888889
mcpm10;1;155;114;18.217948717948715
mcpm10;1;212;125;19.822136752136757
mcpm10;1;217;150;10.17837606837607
mcpm10;1;222;68;25.48470085470085
mcpm10;2;57;34;31.460833333333337
mcpm10;2;73;123;39.65833333333333
mcpm10;2;94;191;16.695
mcpm10;2;116;123;17.155
mcpm10;2;117;69;24.75333333333333
mcpm10;2;118;69;25.18111111111111
mcpm10;2;131;148;20.7025
mcpm10;2;132;148;20.515
mcpm10;2;139;75;19.09
mcpm10;2;206;139;20.05
mcpm10;2;206;140;20.443207547169813
mcpm10;2;225;150;14.3125
mcpm10;2;225;151;14.095
mcpm10;3;135;179;18.6
mcpm10;3;135;181;19.5
mcpm10;3;136;180;20.166666666666668
mcpm10;3;136;181;20.1
mcpm10;3;138;181;21.816666666666663
mcpm10;3;153;119;28.302083333333336
mcpm10;3;153;120;22.525
mcpm2p5;1;26;149;15.465714285714284
mcpm2p5;1;75;125;12.987692307692308
mcpm2p5;1;108;107;5.477777777777778
mcpm2p5;1;109;84;18.718803418803414
mcpm2p5;1;112;125;7.288461538461538
mcpm2p5;1;115;84;6.351896551724138
mcpm2p5;1;138;182;13.849557069358783
mcpm2p5;1;139;97;7.070086206896551
mcpm2p5;1;141;95;8.964741379310345
mcpm2p5;1;146;103;9.332735042735044
mcpm2p5;1;155;114;18.217948717948715
mcpm2p5;1;212;125;11.181880341880342
mcpm2p5;1;217;150;5.303504273504274
mcpm2p5;1;222;68;8.721111111111112
mcpm2p5;2;57;34;23.10166666666667
mcpm2p5;2;73;123;29.575
mcpm2p5;2;94;191;10.155
mcpm2p5;2;116;123;10.8175
mcpm2p5;2;117;69;17.086666666666666
mcpm2p5;2;118;69;17.256666666666668
