op;Thing;Longitude;Latitude;Result
mcpm10;1;26;149;5.060563380281691
mcpm10;1;75;125;62.616410256410255
mcpm10;1;108;107;45.345726495726495
mcpm10;1;109;84;5.083620689655173
mcpm10;1;112;125;68.21794871794872
mcpm10;1;115;84;32.64213675213675
mcpm10;1;138;182;62.181630731677174
mcpm10;1;139;97;28.122672413793104
mcpm10;1;141;95;63.070940170940176
mcpm10;1;146;103;39.715384615384615
mcpm10;1;155;114;35.693888888888885
mcpm10;1;212;125;101.38295652173912
mcpm10;1;217;150;33.54803418803419
mcpm10;1;222;68;59.41641025641026
mcpm10;2;57;34;50.17
mcpm10;2;57;35;40.79
mcpm10;2;62;84;19.448727272727275
mcpm10;2;63;83;76.64
mcpm10;2;63;84;58.595
mcpm10;2;74;123;48.27333333333333
mcpm10;2;94;191;197.455
mcpm10;2;95;191;190.9
mcpm10;2;116;31;118.6518181818182
mcpm10;2;116;122;61.46083333333333
mcpm10;2;117;69;14.86
mcpm10;2;118;69;43.64
mcpm10;2;118;113;100.27181818181818
mcpm10;2;131;102;143.185
mcpm10;2;131;148;125.28333333333336
mcpm10;2;132;148;202.37
mcpm10;2;135;182;42.265
mcpm10;2;136;94;228.05
mcpm10;2;137;94;222.64
mcpm10;2;137;95;232.05
mcpm10;2;137;96;85.68
mcpm10;2;138;97;53.58
mcpm10;2;139;75;147.3942857142857
mcpm10;2;139;97;69.071
mcpm10;2;144;117;109.61
mcpm10;2;145;117;158.612
mcpm10;2;148;209;81.46571428571428
mcpm10;2;151;13;18.192777777777778
mcpm10;2;152;12;146.37
mcpm10;2;152;13;92.6139024390244
mcpm10;2;168;75;165.44
mcpm10;2;197;85;85.41000000000001
mcpm10;2;197;86;27.57
mcpm10;2;198;85;137.25
mcpm10;2;198;86;192.07
mcpm10;2;199;1;29.215
mcpm10;2;200;1;34.8325
mcpm10;2;206;140;107.4425
mcpm10;2;225;143;128.93333333333334
mcpm10;2;225;151;146.37
mcpm10;3;153;119;23.991666666666664
mcpm2p5;1;26;149;5.060563380281691
mcpm2p5;1;75;125;40.06239316239317
mcpm2p5;1;108;107;21.716153846153844
mcpm2p5;1;109;84;5.083620689655173
mcpm2p5;1;112;125;42.75854700854701
mcpm2p5;1;115;84;22.53717948717949
mcpm2p5;1;138;182;31.857523546022687
mcpm2p5;1;139;97;22.1925
mcpm2p5;1;141;95;30.57239316239316
mcpm2p5;1;146;103;23.811794871794877
mcpm2p5;1;155;114;25.388504273504275
mcpm2p5;1;212;125;38.55581196581196
mcpm2p5;1;217;150;18.659145299145298
mcpm2p5;1;222;68;36.82623931623932
mcpm2p5;2;57;34;31.175454545454546
mcpm2p5;2;57;35;31.53
mcpm2p5;2;62;84;12.084181818181818
mcpm2p5;2;63;83;11.44
mcpm2p5;2;63;84;11.2875
mcpm2p5;2;74;123;14.895833333333334
mcpm2p5;2;94;191;13.75
mcpm2p5;2;95;191;13.44875
mcpm2p5;2;116;31;18.211666666666662
mcpm2p5;2;116;122;20.139166666666668
mcpm2p5;2;117;69;10.78
mcpm2p5;2;118;69;11.025
mcpm2p5;2;118;113;10.083333333333334
mcpm2p5;2;131;102;19.716666666666665
mcpm2p5;2;131;148;20.005000000000003
mcpm2p5;2;132;148;20.6025
mcpm2p5;2;135;182;19.224166666666665
mcpm2p5;2;136;93;21.04
mcpm2p5;2;136;94;18.450000000000003
mcpm2p5;2;136;95;22.53
mcpm2p5;2;136;96;20.59
mcpm2p5;2;137;94;19.856666666666666
mcpm2p5;2;137;95;19.255000000000003
mcpm2p5;2;137;96;18.745
mcpm2p5;2;138;97;17.625
mcpm2p5;2;139;75;28.433333333333334
mcpm2p5;2;139;97;17.855
mcpm2p5;2;144;117;23.74
mcpm2p5;2;145;117;25.69454545454545
mcpm2p5;2;148;209;11.435833333333331
mcpm2p5;2;151;13;12.185555555555556
mcpm2p5;2;152;12;12.9
mcpm2p5;2;152;13;11.386341463414634
mcpm2p5;2;153;120;13.523333333333332
mcpm2p5;2;168;75;29.160833333333333
mcpm2p5;2;197;85;18.21
mcpm2p5;2;197;86;17.88
mcpm2p5;2;198;85;17.773333333333333
mcpm2p5;2;198;86;17.78
mcpm2p5;2;199;1;20.37125
mcpm2p5;2;200;1;20.5025
mcpm2p5;2;206;140;17.205000000000002
mcpm2p5;2;225;143;30.0825
mcpm2p5;2;225;151;22.165000000000003
mcpm2p5;3;153;119;18.78333333333333
ta;1;26;149;5.060563380281691
ta;1;75;125;5.686324786324786
ta;1;108;107;5.858974358974359
ta;1;109;84;5.083620689655173
ta;1;112;125;5.028205128205128
ta;1;115;84;5.687179487179487
ta;1;138;182;4.805623861456369
ta;1;139;97;5.80344827586207
ta;1;141;95;5.028205128205128
ta;1;146;103;5.36923076923077
ta;1;155;114;5.446581196581197
ta;1;212;125;4.591452991452991
ta;1;217;150;9.164957264957264
ta;1;222;68;5.079487179487179
ta;2;24;51;3.888333333333333
ta;2;57;34;5.754545454545454
ta;2;57;35;5.9
ta;2;62;84;5.554545454545455
ta;2;63;83;5.6
ta;2;63;84;5.5
ta;2;74;123;6.3
ta;2;94;191;5.725
ta;2;95;191;5.7125
ta;2;116;31;5.8500000000000005
ta;2;116;122;6.408333333333334
ta;2;117;69;4.25
ta;2;118;69;4.39
ta;2;118;113;4.233333333333333
ta;2;129;99;3.6
ta;2;131;102;5.8500000000000005
ta;2;131;148;6.0
ta;2;132;148;5.875
ta;2;135;182;6.333333333333333
ta;2;136;93;5.2
ta;2;136;94;5.4
ta;2;136;95;5.3
ta;2;136;96;5.1
ta;2;137;94;5.366666666666667
ta;2;137;95;5.25
ta;2;137;96;5.4
ta;2;137;185;4.466666666666667
ta;2;138;97;7.95
ta;2;139;74;3.895
ta;2;139;75;6.641666666666667
ta;2;139;97;7.889999999999999
ta;2;144;117;6.6
ta;2;145;117;6.1909090909090905
ta;2;148;209;5.358333333333333
ta;2;151;13;5.5
ta;2;152;12;5.4
ta;2;152;13;5.241463414634146
ta;2;152;121;3.9166666666666665
ta;2;153;120;5.9750000000000005
ta;2;168;75;5.458333333333333
ta;2;197;85;6.5
ta;2;197;86;6.6
ta;2;198;85;6.483333333333333
ta;2;198;86;6.6
ta;2;199;1;5.9375
ta;2;200;1;5.9
ta;2;206;140;5.641666666666667
ta;2;225;143;7.649999999999999
ta;2;225;151;6.55
ta;3;153;119;4.766666666666667
hur;1;26;149;99.9
hur;1;75;125;99.9
hur;1;108;107;99.9
hur;1;109;84;99.9
hur;1;112;125;99.9
hur;1;115;84;99.9
hur;1;138;182;94.44444444444444
hur;1;139;97;99.9
hur;1;141;95;99.9
hur;1;146;103;99.9
hur;1;155;114;99.9
hur;1;212;125;99.9
hur;1;217;150;99.40341880341882
hur;1;222;68;99.9
hur;2;57;34;88.19090909090909
hur;2;57;35;87.4
hur;2;62;84;42.40363636363636
hur;2;63;83;42.9
hur;2;63;84;42.725
hur;2;74;123;39.04166666666666
hur;2;94;191;44.475
hur;2;95;191;44.5625
hur;2;116;31;44.11666666666667
hur;2;116;122;42.95
hur;2;117;69;47.6
hur;2;118;69;47.5
hur;2;118;113;48.85
hur;2;129;99;99.99
hur;2;131;102;45.958333333333336
hur;2;131;148;45.425
hur;2;132;148;45.4875
hur;2;135;182;46.28333333333333
hur;2;136;93;45.7
hur;2;136;94;45.7
hur;2;136;95;45.6
hur;2;136;96;45.6
hur;2;137;94;45.86666666666667
hur;2;137;95;45.650000000000006
hur;2;137;96;45.6
hur;2;137;185;93.91916666666668
hur;2;138;97;38.75
hur;2;139;74;99.86416666666668
hur;2;139;75;45.275
hur;2;139;97;38.83
hur;2;144;117;49.0
hur;2;145;117;49.06363636363637
hur;2;148;209;48.1
hur;2;151;13;41.29444444444445
hur;2;152;12;42.9
hur;2;152;13;41.9780487804878
hur;2;152;121;99.99
hur;2;153;120;42.458333333333336
hur;2;168;75;47.55
hur;2;197;85;43.3
hur;2;197;86;43.1
hur;2;198;85;43.36666666666667
hur;2;198;86;43.5
hur;2;199;1;86.2375
hur;2;200;1;86.3
hur;2;206;140;46.825
hur;2;225;143;42.85833333333333
hur;2;225;151;42.80833333333334
hur;3;153;119;0.0
plev;2;129;99;1030.9516666666666
plev;2;137;185;968.5566666666668
plev;2;139;74;1026.9316666666666
plev;2;152;121;1028.4833333333331
plev;3;153;119;970.4
precip;2;129;99;0.0
precip;2;137;185;0.0
precip;2;139;74;0.0
wsx;2;24;51;2.840670926573498
wsx;2;129;99;2.833758142966491
wsx;2;137;185;1.4017808913641034
wsx;2;152;121;0.1896556617183533
wsy;2;24;51;1.995413860031101
wsy;2;129;99;-3.0839454805483197
wsy;2;137;185;-1.3983598723527717
wsy;2;152;121;-0.0114337210991657
globalrad;2;129;99;0.0
globalrad;2;137;185;0.0
globalrad;2;139;74;0.0
s_label_0;3;148;209;9.0
s_label_1;3;118;69;16.0
s_label_2;3;133;86;21.0
s_label_3;3;131;102;13.0
