op;Thing;Longitude;Latitude;Result
mcpm10;1;108;107;9.19390476190476
mcpm10;1;112;125;9.184174757281554
mcpm10;1;120;66;10.852556818181816
mcpm10;1;129;104;8.724190476190476
mcpm10;1;137;23;11.2233
mcpm10;1;137;75;8.497681159420289
mcpm10;1;137;91;9.641201716738198
mcpm10;1;138;182;9.702974658111888
mcpm10;1;141;87;11.464019607843136
mcpm10;1;142;194;6.439519230769231
mcpm10;1;146;97;16.97326923076923
mcpm10;1;146;103;10.543009708737864
mcpm10;1;155;114;7.504471153846154
mcpm10;1;212;125;23.302597402597403
mcpm10;1;217;150;6.060970873786408
mcpm10;2;118;113;12.11
mcpm10;2;119;112;17.083
mcpm10;2;119;113;16.6096
mcpm10;2;136;96;15.295833333333334
mcpm10;2;137;181;19.418181818181814
mcpm10;2;137;182;13.23
mcpm10;2;138;181;17.188636363636363
mcpm10;2;139;75;16.580000000000002
mcpm10;2;145;124;16.435
mcpm10;2;148;209;32.733333333333334
mcpm10;2;151;12;45.6
mcpm10;2;152;12;46.125
mcpm10;2;152;13;44.260000000000005
mcpm10;2;153;13;45.25
mcpm10;2;153;120;17.09035714285714
mcpm10;2;199;1;17.015714285714285
mcpm10;2;200;1;16.178
mcpm10;3;136;182;8.2
mcpm10;3;139;75;20.354545454545452
mcpm10;3;153;120;18.014285714285712
mcpm10;3;154;120;20.42
mcpm2p5;1;108;107;5.152952380952381
mcpm2p5;1;112;125;5.690679611650485
mcpm2p5;1;120;66;9.138068181818182
mcpm2p5;1;129;104;4.545523809523809
mcpm2p5;1;137;23;5.3449
mcpm2p5;1;137;75;5.889595375722544
mcpm2p5;1;137;91;6.586695278969957
mcpm2p5;1;138;182;7.500956209177992
mcpm2p5;1;141;87;6.889411764705883
mcpm2p5;1;142;194;2.715673076923077
mcpm2p5;1;146;97;9.270192307692309
mcpm2p5;1;146;103;5.887669902912621
mcpm2p5;1;155;114;4.22673076923077
mcpm2p5;1;212;125;23.302597402597403
mcpm2p5;1;217;150;3.4100970873786407
mcpm2p5;2;118;113;5.11
mcpm2p5;2;119;112;6.625
mcpm2p5;2;119;113;6.277200000000001
mcpm2p5;2;136;96;6.764166666666667
mcpm2p5;2;137;181;10.99090909090909
mcpm2p5;2;137;182;4.51
mcpm2p5;2;138;181;8.386818181818182
mcpm2p5;2;139;75;7.3066666666666675
mcpm2p5;2;145;124;5.716666666666666
mcpm2p5;2;148;209;18.1
mcpm2p5;2;151;12;28.5
mcpm2p5;2;152;12;27.625
mcpm2p5;2;152;13;26.82
mcpm2p5;2;153;13;26.450000000000003
mcpm2p5;2;153;120;10.974761904761907
mcpm2p5;2;199;1;5.76
mcpm2p5;2;200;1;5.734
mcpm2p5;3;136;182;2.7000000000000006
mcpm2p5;3;139;75;14.727272727272728
